english_word,word_class,level,verb_transitivity,hindi_translation,urdu_translation,hindi_transliteration,urdu_transliteration
beyond (spatial location),adverb,b2,,के पार / से आगे / परे,के पार / से आगे / परे,kē pār / sē āgē / parē,kē pār / sē āgē / parē
bias (diagonal direction),noun,b2,,तिरछापन (m) / टेढ़ापन (m),तिरछापन (m) / टेढ़ापन (m),tirachāpan (m) / ṭēṛhāpan (m),tirachāpan (m) / ṭēṛhāpan (m)
bid (attempt),noun,b2,,कोशिश (f) / प्रयास (m) / चेष्टा (f),कोशिश (f) / सई (f) / इक़दाम (m),kōśiśa (f) / prayās (m) / cēṣṭā (f),kōśiśa (f) / saī (f) / iqadām (m)
bid (offer price),noun,b2,,बोली (f) / प्रस्ताव (m) / पेशकश (f),बोली (f) / पेशकश (f) / दाम (m),bōlī (f) / prastāv (m) / pēśakaśa (f),bōlī (f) / pēśakaśa (f) / dām (m)
biological (parent),adjective,b2,,जैविक / असली / वास्तविक,जैविक / असली / हक़ीक़ी,jaivik / asalī / vāstavik,jaivik / asalī / haqīqī
biological (parentage),adjective,b2,,जैविक / पैतृक / मातृक,जैविक / नसलियाती / असल,jaivik / paitr̥k / mātr̥k,jaivik / nasaliyātī / asal
biological (related to biology),adjective,b2,,जैविक / जीववैज्ञानिक,जैविक / हयाती,jaivik / jīvavaijñānik,jaivik / hayātī
bitter (emotion),adjective,b2,,कड़वा / कटु / तीखा,कड़वा / तल्ख़ / तीखा,kaṛavā / kaṭu / tīkhā,kaṛavā / talk͟h / tīkhā
"blame (accusation, charge)",noun,b2,,इल्ज़ाम (m) / दोष (m) / आरोप (m),इल्ज़ाम (m) / तोहमत (f) / ज़ुर्म (m),ilzām (m) / dōṣa (m) / ārōp (m),ilzām (m) / tōhamat (f) / zurm (m)
"blanket (thick layer, covering)",noun,b2,,चादर (f) / परत (f) / आवरण (m),चादर (f) / परत (f) / तह (f),cādar (f) / parat (f) / āvaraṇa (m),cādar (f) / parat (f) / tah (f)
"blind (unquestioning, unaware)",adjective,b2,,बेख़बर / अंधा / अनभिज्ञ,बेख़बर / ग़ाफ़िल / अंधा,bēk͟habar / aṁdhā / anabhijña,bēk͟habar / ġāfil / aṁdhā
blow (setback or shock),noun,b2,,झटका (m) / सदमा (m) / आघात (m),झटका (m) / सदमा (m) / चोट (f),jhaṭakā (m) / sadamā (m) / āghāt (m),jhaṭakā (m) / sadamā (m) / cōṭa (f)
blow (strike),noun,b2,,वार (m) / चोट (f) / प्रहार (m),वार (m) / चोट (f) / ज़र्ब (f),vār (m) / cōṭa (f) / prahār (m),vār (m) / cōṭa (f) / zarb (f)
bold (courageous),adjective,b2,,निडर / बहादुर / साहसी,निडर / बहादुर / बेबाक / दिलेर,niḍar / bahādur / sāhasī,niḍar / bahādur / bēbāk / dilēr
bold (striking appearance),adjective,b2,,आकर्षक / प्रभावशाली / चटकीला,आकर्षक / नुमायाँ / दिलकश,ākarṣak / prabhāvaśālī / caṭakīlā,ākarṣak / numāyām̐ / dilakaśa
bold (typeface),adjective,b2,,मोटा / गहरा / बोल्ड,मोटा / गहरा / बोल्ड,mōṭā / gaharā / bōlḍa,mōṭā / gaharā / bōlḍa
bombing,noun,b2,,बमबारी (f) / बम हमला (m),बमबारी (f) / बम हमला (m) / क़नाबला (m),bamabārī (f) / bam hamalā (m),bamabārī (f) / bam hamalā (m) / qanābalā (m)
bond (financial instrument),noun,b2,,बॉन्ड (m) / ऋणपत्र (m),बॉन्ड (m) / ऋणपत्र (m) / दस्तावेज़ (m),bônḍa (m) / r̥ṇapatr (m),bônḍa (m) / r̥ṇapatr (m) / dastāvēz (m)
bond (relationship),noun,b2,,रिश्ता (m) / बंधन (m) / संबंध (m),रिश्ता (m) / ताल्लुक़ (m) / राब्ता (m),riśtā (m) / baṁdhan (m) / saṁbaṁdh (m),riśtā (m) / tālluq (m) / rābtā (m)
"booking (reprimand, caution)",noun,b2,,चेतावनी (f) / डाँट (f) / फटकार (f),चेतावनी (f) / सरज़निश (f) / तंबीह (f),cētāvanī (f) / ḍām̐ṭa (f) / phaṭakār (f),cētāvanī (f) / sarazaniśa (f) / taṁbīh (f)
boost (act of lifting or helping),noun,b2,,सहारा (m) / मदद (f) / प्रोत्साहन (m),सहारा (m) / मदद (f) / हिमायत (f),sahārā (m) / madad (f) / prōtsāhan (m),sahārā (m) / madad (f) / himāyat (f)
"boost (increase in sales, figures)",noun,b2,,बढ़ोतरी (f) / इज़ाफ़ा (m) / वृद्धि (f),इज़ाफ़ा (m) / बढ़ोतरी (f) / तरक़्क़ी (f),baṛhōtarī (f) / izāfā (m) / vr̥ddhi (f),izāfā (m) / baṛhōtarī (f) / taraqqī (f)
boost (increase or improvement),noun,b2,,सुधार (m) / बढ़ोतरी (f) / उन्नति (f) / तरक़्क़ी (f),सुधार (m) / इज़ाफ़ा (m) / तरक़्क़ी (f) / बेहतरी (f),sudhār (m) / baṛhōtarī (f) / unnati (f) / taraqqī (f),sudhār (m) / izāfā (m) / taraqqī (f) / bēhatarī (f)
boost (morale),noun,b2,,हौसला-अफ़ज़ाई (f) / प्रोत्साहन (m) / हिम्मत-अफ़ज़ाई (f),हौसला-अफ़ज़ाई (f) / हिम्मत-अफ़ज़ाई (f) / तशफ़ी (f),hausalā-afazāī (f) / prōtsāhan (m) / himmat-afazāī (f),hausalā-afazāī (f) / himmat-afazāī (f) / taśafī (f)
boost (physical lift),noun,b2,,सहारा (m) / धक्का (m),सहारा (m) / धक्का (m) / मदद (f),sahārā (m) / dhakkā (m),sahārā (m) / dhakkā (m) / madad (f)
bound (headed toward),adjective,b2,,की ओर जाने वाला / की तरफ़ जाने वाला / अग्रसर,की तरफ़ जाने वाला / की जानिब रवाना / अग्रसर,kī ōr jānē vālā / kī taraf jānē vālā / agrasar,kī taraf jānē vālā / kī jānib ravānā / agrasar
bound (obligated),adjective,b2,,बाध्य / पाबंद / विवश / कर्तव्यबद्ध,पाबंद / मजबूर / कर्तव्यबद्ध / लाज़मी,bādhy / pābaṁd / vivaśa / kartavyabaddh,pābaṁd / majabūr / kartavyabaddh / lāzamī
"breast (anatomical, colloquial)",noun,b2,,छाती (f) / सीना (m),छाती (f) / सीना (m),chātī (f) / sīnā (m),chātī (f) / sīnā (m)
"breast (anatomical, standard)",noun,b2,,स्तन (m) / वक्ष (m) / छाती (f),स्तन (m) / वक्ष (m) / छाती (f),stan (m) / vakṣa (m) / chātī (f),stan (m) / vakṣa (m) / chātī (f)
breast (meat cut),noun,b2,,सीना (m) / छाती का गोश्त (m),सीना (m) / छाती का गोश्त (m),sīnā (m) / chātī kā gōśt (m),sīnā (m) / chātī kā gōśt (m)
brick (inoperable electronic device),noun,b2,,ब्रिक (m) / बेकार डिवाइस (m),ब्रिक (m) / बेकार आला (m),brik (m) / bēkār ḍivāis (m),brik (m) / bēkār ālā (m)
"bride (formal, literary)",noun,b2,,दुल्हन (f) / वधू (f) / नववधू (f),दुल्हन (f) / अ़रूज़ (f),dulhan (f) / vadhū (f) / navavadhū (f),dulhan (f) / ärūz (f)
brief (concise),adjective,b2,,मुख़्तसर / संक्षिप्त,मुख़्तसर / जा़मेअ़,muk͟htasar / saṁkṣipt,muk͟htasar / jā̈mēä
brief (short duration),adjective,b2,,थोड़े समय का / अल्पकालिक,मुख़्तसर / थोड़े वक़्त का,thōṛē samay kā / alpakālik,muk͟htasar / thōṛē vaqt kā
briefly (for a short time),adverb,b2,,थोड़ी देर के लिए / अल्पकाल के लिए,थोड़ी देर के लिए / मुख़्तसर वक़्त के लिए,thōṛī dēr kē liē / alpakāl kē liē,thōṛī dēr kē liē / muk͟htasar vaqt kē liē
briefly (in short; concisely),adverb,b2,,संक्षेप में / मुख़्तसरन,मुख़्तसरन / चंद अल्फ़ाज़ में,saṁkṣēp mēṁ / muk͟htasaran,muk͟htasaran / caṁd alfāz mēṁ
"broad (general, scope)",adjective,b2,,व्यापक / विस्तृत,व्यापक / अ़वामी,vyāpak / vistr̥t,vyāpak / ävāmī
"broad (wide, physical)",adjective,b2,,चौड़ा / विस्तृत,चौड़ा / वसीअ़,cauṛā / vistr̥t,cauṛā / vasīä
"broadcaster (company, entity)",noun,b2,,ब्रॉडकास्टर (m) / प्रसारक (m),ब्रॉडकास्टर (m) / नशरियाती इदारा (m),brôḍakāsṭar (m) / prasārak (m),brôḍakāsṭar (m) / naśariyātī idārā (m)
broadcaster (person),noun,b2,,ब्रॉडकास्टर (m) / उद्घोषक (m) / प्रसारक (m),ब्रॉडकास्टर (m) / नशरियातकार (m) / मुज़िर (m),brôḍakāsṭar (m) / udghōṣak (m) / prasārak (m),brôḍakāsṭar (m) / naśariyātakār (m) / muzir (m)
broadly (generally speaking),adverb,b2,,आम तौर पर / मोटे तौर पर / व्यापक रूप से,आम तौर पर / मोटे तौर पर / वसीअ़ पैमाने पर,ām taur par / mōṭē taur par / vyāpak rūp sē,ām taur par / mōṭē taur par / vasīä paimānē par
broadly (widely),adverb,b2,,बड़े पैमाने पर / व्यापक रूप से / विस्तृत रूप से,बड़े पैमाने पर / वसीअ़ पैमाने पर / कुशादा तौर पर,baṛē paimānē par / vyāpak rūp sē / vistr̥t rūp sē,baṛē paimānē par / vasīä paimānē par / kuśādā taur par
budget,noun,b2,,बजट (m) / आय-व्यय का लेखा (m) / अनुमानित व्यय (m),बजट (m) / मीज़ानिया (m) / सरमाया (m),bajaṭa (m) / āy-vyay kā lēkhā (m) / anumānit vyay (m),bajaṭa (m) / mīzāniyā (m) / saramāyā (m)
bug (illness),noun,b2,,मामूली बीमारी (f) / रोग (m) / संक्रमण (m),मामूली बीमारी (f) / मर्ज़ (m) / इन्फ़ेक्शन (m),māmūlī bīmārī (f) / rōg (m) / saṁkramaṇa (m),māmūlī bīmārī (f) / marz (m) / infēkśan (m)
bug (software error),noun,b2,,बग (m) / त्रुटि (f) / दोष (m),बग (m) / ग़लती (f) / ख़राबी (f),bag (m) / truṭi (f) / dōṣa (m),bag (m) / ġalatī (f) / k͟harābī (f)
bullet (typographical mark),noun,b2,,बुलेट पॉइंट (m) / बिंदु चिह्न (m),बुलेट पॉइंट (m) / नुक्ता (m) / निशान (m),bulēṭa pôiṁṭa (m) / biṁdu cihn (m),bulēṭa pôiṁṭa (m) / nuktā (m) / niśān (m)
"bunch (a lot of , many - informal)",noun,b2,,ढेर (m) / झुंड (m) / समूह (m),ढेर (m) / झुंड (m) / मजमूआ (m),ḍhēr (m) / jhuṁḍa (m) / samūh (m),ḍhēr (m) / jhuṁḍa (m) / majamūā (m)
"bunch (cluster of grapes, keys, or flowers)",noun,b2,,गुच्छा (m) / झुंड (m),गुच्छा (m) / झुंड (m) / ख़ुशा (m),gucchā (m) / jhuṁḍa (m),gucchā (m) / jhuṁḍa (m) / k͟huśā (m)
burn,noun,b2,,जलन (f) / जलना (m),जलन (f) / जलना (m) / सोज़िश (f),jalan (f) / jalanā (m),jalan (f) / jalanā (m) / sōziśa (f)
burn (injury),noun,b2,,जला हुआ ज़ख़्म (m) / जलना (m) / दाह (m),जला हुआ ज़ख़्म (m) / जलना (m) / सोज़िश (f),jalā huā zak͟hm (m) / jalanā (m) / dāh (m),jalā huā zak͟hm (m) / jalanā (m) / sōziśa (f)
bush (mechanical part),noun,b2,,बुश (m) / स्लीव (f),बुश (m) / स्लीव (f),buśa (m) / slīv (f),buśa (m) / slīv (f)
"but (conjunction, contrast)",preposition,b2,,लेकिन / पर / किंतु / परंतु,लेकिन / मगर / पर / अलबत्ता,lēkin / par / kiṁtu / paraṁtu,lēkin / magar / par / alabattā
but (except),preposition,b2,,सिवाय / के अलावा / को छोड़कर,सिवाय / बज़ुज़ / के अलावा,sivāy / kē alāvā / kō chōṛakar,sivāy / bazuz / kē alāvā
"cabin (aircraft, ship compartment)",noun,b2,,केबिन (m) / डिब्बा (m) / कक्ष (m),केबिन (m) / डिब्बा (m) / हुजरा (m),kēbin (m) / ḍibbā (m) / kakṣa (m),kēbin (m) / ḍibbā (m) / hujarā (m)
"cabin (small dwelling, hut)",noun,b2,,झोपड़ी (f) / कुटिया (f) / कुटीर (m),झोपड़ी (f) / कुटिया (f) / कोठरी (f),jhōpaṛī (f) / kuṭiyā (f) / kuṭīr (m),jhōpaṛī (f) / kuṭiyā (f) / kōṭharī (f)
"cable (structural rope, hawser)",noun,b2,,केबल (f) / तार (m) / रस्सा (m),केबल (f) / तार (m) / रस्सा (m),kēbal (f) / tār (m) / rassā (m),kēbal (f) / tār (m) / rassā (m)
