english_word,word_class,tamil_translation,transliteration,verb_transitivity,level
"to exploit (utilize resources, opportunity)",verb,பயன்படுத்து / பயன்படுத்திக்கொள்,payaṉpaṭuttu / payaṉpaṭuttikkoḷ,transitive,b2
"to expose (a secret, corruption)",verb,அம்பலப்படுத்து / வெளிக்கொணர்,ampalappaṭuttu / veḷikkoṇar,transitive,b2
"to expose (to elements, light)",verb,வெளிக்காட்டு / வெளிப்படுத்து,veḷikkāṭṭu / veḷippaṭuttu,transitive,b2
to extend (physically lengthen or stretch),verb,நீட்டு / விரிவுபடுத்து,nīṭṭu / virivupaṭuttu,transitive,b2
to extend (prolong duration),verb,நீட்டி / கால நீட்டிப்பு செய்,nīṭṭi / kāla nīṭṭippu cey,transitive,b2
to extend (to offer or grant),verb,வழங்கு / அளி,vaḻaṅku / aḷi,transitive,b2
to extol,verb,புகழ் / போற்று / பாராட்டு,pukaḻ / pōṟṟu / pārāṭṭu,transitive,b2
to fancy (to imagine or suppose),verb,கற்பனை செய் / நினை / ஊகி,kaṟpaṉai cey / niṉai / ūki,transitive,b2
to favour (benefit or provide advantage),verb,ஆதரி / உதவு / நன்மை செய்,ātari / utavu / naṉmai cey,transitive,b2
to favour (show partiality),verb,சார்பு காட்டு / ஒருதலைப்பட்சமாக இரு,cārpu kāṭṭu / orutalaippaṭcamāka iru,transitive,b2
to figure (to calculate),verb,கணக்கிடு / மதிப்பிடு,kaṇakkiṭu / matippiṭu,transitive,b2
"to figure (to understand, solve)",verb,புரிந்துகொள் / கண்டறி / தீர்வு காண்,purintukoḷ / kaṇṭaṟi / tīrvu kāṇ,transitive,b2
"to file (a complaint, application)",verb,தாக்கல் செய் / பதிவு செய்,tākkal cey / pativu cey,transitive,b2
"to file (nails, metal)",verb,அரம் பூசு / தேய்,aram pūcu / tēy,transitive,b2
to finance,verb,நிதி அளி / நிதியுதவி செய்,niti aḷi / nitiyutavi cey,transitive,b2
to flash (light source),verb,மின்னு / ஒளி வீசு,miṉṉu / oḷi vīcu,intransitive,b2
to flash (to display quickly),verb,விரைவாகக் காட்டு / பளிச்சென்று காட்டு,viraivākak kāṭṭu / paḷicceṉṟu kāṭṭu,transitive,b2
"to float (a company, shares)",verb,வெளியிடு / பங்கு வெளியிடு / தொடங்கு,veḷiyiṭu / paṅku veḷiyiṭu / toṭaṅku,transitive,b2
"to float (a proposal, idea)",verb,முன்வை / வெளியிடு / தெரிவி,muṉvai / veḷiyiṭu / terivi,transitive,b2
to forbid (officially prohibit),verb,தடை செய் / விலக்கு,taṭai cey / vilakku,transitive,b2
to forbid (to prevent someone),verb,தடு / அனுமதி மறு,taṭu / aṉumati maṟu,transitive,b2
to forecast,verb,முன்னறிவி / கணி / எதிர்நோக்கு,muṉṉaṟivi / kaṇi / etirnōkku,,b2
to forgive,verb,மன்னி / பொறுத்தருள்,maṉṉi / poṟuttaruḷ,transitive,b2
to found,verb,நிறுவு / தொடங்கு,niṟuvu / toṭaṅku,transitive,b2
to free (to exempt from liability),verb,விலக்கு / விடுவி,vilakku / viṭuvi,transitive,b2
"to free (to make available space, time)",verb,காலியாக்கு / ஒதுக்கு,kāliyākku / otukku,transitive,b2
to free (to release from confinement),verb,விடுவி / விடுதலை செய்,viṭuvi / viṭutalai cey,transitive,b2
"to freeze (assets, accounts)",verb,முடக்கு / நிறுத்தி வை,muṭakku / niṟutti vai,transitive,b2
to frequent (a place),verb,அடிக்கடி செல் / வந்து போ,aṭikkaṭi cel / vantu pō,transitive,b2
"to fuel (a conflict, growth, economy)",verb,தூண்டு / ஊக்குவி / வளர்ப்பி,tūṇṭu / ūkkuvi / vaḷarppi,transitive,b2
"to fuel (a machine, vehicle)",verb,எரிபொருள் நிரப்பு / எரிபொருள் இடு,eriporuḷ nirappu / eriporuḷ iṭu,transitive,b2
to fulfil (a duty or obligation),verb,நிறைவேற்று / செய் / கடமையாற்று,niṟaivēṟṟu / cey / kaṭamaiyāṟṟu,transitive,b2
to fulfil (a need or desire),verb,பூர்த்தி செய் / நிறைவேற்று / திருப்திப்படுத்து,pūrtti cey / niṟaivēṟṟu / tiruptippaṭuttu,transitive,b2
to function (operate),verb,இயங்கு / வேலை செய் / செயல்படு,iyaṅku / vēlai cey / ceyalpaṭu,intransitive,b2
"to function (operate, work)",verb,இயங்கு / வேலை செய் / செயல்படு,iyaṅku / vēlai cey / ceyalpaṭu,intransitive,b2
to function (perform a role),verb,செயல்படு / பணியாற்று / கடமையாற்று,ceyalpaṭu / paṇiyāṟṟu / kaṭamaiyāṟṟu,intransitive,b2
to fund,verb,நிதியளி / நிதி வழங்கு / பணம் கொடு,nitiyaḷi / niti vaḻaṅku / paṇam koṭu,transitive,b2
"to gain (acquire, obtain)",verb,பெறு / அடை / சம்பாதி,peṟu / aṭai / campāti,transitive,b2
"to gain (profit, financial)",verb,லாபம் ஈட்டு / இலாபம் பெறு / சம்பாதி,lāpam īṭṭu / ilāpam peṟu / campāti,transitive,b2
"to generate (cause, create ideas)",verb,உருவாக்கு / தோற்றுவி / ஏற்படுத்து,uruvākku / tōṟṟuvi / ēṟpaṭuttu,transitive,b2
"to generate (produce power, data)",verb,உற்பத்தி செய் / உருவாக்கு / தோற்றுவி,uṟpatti cey / uruvākku / tōṟṟuvi,transitive,b2
to govern (to regulate or control a process),verb,கட்டுப்படுத்து / ஒழுங்குபடுத்து / நெறிப்படுத்து,kaṭṭuppaṭuttu / oḻuṅkupaṭuttu / neṟippaṭuttu,transitive,b2
to grab (to attract interest),verb,கவர் / கவனத்தை ஈர்,kavar / kavaṉattai īr,transitive,b2
to grab (to seize physically),verb,பிடி / பற்று / பறி,piṭi / paṟṟu / paṟi,transitive,b2
to grade (assess score),verb,மதிப்பிடு / மதிப்பெண் இடு / தரப்படுத்து,matippiṭu / matippeṇ iṭu / tarappaṭuttu,transitive,b2
to grade (classify quality),verb,தரப்படுத்து / வகைப்படுத்து / தரம் பிரி,tarappaṭuttu / vakaippaṭuttu / taram piri,transitive,b2
to grant (financial aid or funds),verb,வழங்கு / அளி / கொடு,vaḻaṅku / aḷi / koṭu,transitive,b2
to grant (formal permission or wish),verb,அனுமதி / வழங்கு / இசைவு கொடு,aṉumati / vaḻaṅku / icaivu koṭu,transitive,b2
"to guarantee (product, service assurance)",verb,உத்தரவாதம் அளி / உறுதி அளி / பொறுப்பேற்றுக்கொள்,uttaravātam aḷi / uṟuti aḷi / poṟuppēṟṟukkoḷ,transitive,b2
to guarantee (to assure certainty),verb,உறுதி செய் / உத்தரவாதம் அளி / நிச்சயம் செய்,uṟuti cey / uttaravātam aḷi / niccayam cey,transitive,b2
to handle (to manage a situation or problem),verb,கையாளு / சமாளி / நிர்வகி,kaiyāḷu / camāḷi / nirvaki,transitive,b2
to handle (to physically touch or operate an object),verb,கையாளு / தொடு / இயக்கு,kaiyāḷu / toṭu / iyakku,transitive,b2
to harm (to cause damage or loss),verb,சேதப்படுத்து / தீங்கு விளைவி / பாதிப்பை ஏற்படுத்து,cētappaṭuttu / tīṅku viḷaivi / pātippai ēṟpaṭuttu,transitive,b2
to harm (to injure or hurt someone),verb,காயப்படுத்து / தீங்கு செய் / துன்புறுத்து,kāyappaṭuttu / tīṅku cey / tuṉpuṟuttu,transitive,b2
to heal (to cure),verb,குணப்படுத்து / ஆற்று / சரிசெய்,kuṇappaṭuttu / āṟṟu / caricey,transitive,b2
to heal (to recover oneself),verb,குணமாகு / ஆறு / தேறு,kuṇamāku / āṟu / tēṟu,intransitive,b2
to hesitate (due to shyness or embarrassment),verb,தயங்கு / கூசு,tayaṅku / kūcu,intransitive,b2
to honour (formally recognize or award),verb,கௌரவி / மதி / பாராட்டு,kauravi / mati / pārāṭṭu,transitive,b2
to host (a website or server),verb,ஹோஸ்ட் செய் / வழங்கு,hōsṭ cey / vaḻaṅku,transitive,b2
to host (an event or party),verb,நடத்து / ஏற்பாடு செய் / விருந்தளி,naṭattu / ēṟpāṭu cey / viruntaḷi,transitive,b2
"to house (to contain, store a mechanism)",verb,வை / இருத்து / உள்ளடக்கு,vai / iruttu / uḷḷaṭakku,transitive,b2
"to illustrate (a book, visually)",verb,சித்திரப்படுத்து / படமெழுது,cittirappaṭuttu / paṭameḻutu,transitive,b2
to illustrate (with examples),verb,விளக்கு / எடுத்துக்காட்டு / தெளிவுபடுத்து,viḷakku / eṭuttukkāṭṭu / teḷivupaṭuttu,transitive,b2
to imagine,verb,கற்பனை செய் / எண்ணிப்பார் / மனத்தில் கொள்,kaṟpaṉai cey / eṇṇippār / maṉattil koḷ,transitive,b2
to implement,verb,செயல்படுத்து / நடைமுறைப்படுத்து / அமுல்படுத்து,ceyalpaṭuttu / naṭaimuṟaippaṭuttu / amulpaṭuttu,transitive,b2
to imply (to hint at or allude subtly),verb,குறிப்பால் உணர்த்து / மறைமுகமாகச் சொல் / சுட்டிக்காட்டு,kuṟippāl uṇarttu / maṟaimukamākac col / cuṭṭikkāṭṭu,transitive,b2
to imply (to suggest or indicate indirectly),verb,உணர்த்து / சுட்டு / உட்படுத்து,uṇarttu / cuṭṭu / uṭpaṭuttu,transitive,b2
"to impose (a law, tax, or burden)",verb,விதி / திணி / சுமத்து,viti / tiṇi / cumattu,transitive,b2
to impose (to intrude or exploit hospitality),verb,திணித்துக்கொள் / அத்துமீறு / சுரண்டு,tiṇittukkoḷ / attumīṟu / curaṇṭu,transitive,b2
to impress,verb,கவர் / ஈர்க்க / மனத்தில் பதி,kavar / īrkka / maṉattil pati,transitive,b2
to inch (to move slowly),verb,மெதுவாக நகர் / சிறிது சிறிதாக நகர் / தவழ்,metuvāka nakar / ciṟitu ciṟitāka nakar / tavaḻ,intransitive,b2
to incorporate (to form a legal company),verb,நிறுவனம் அமை / கூட்டுத்தாபனம் ஆக்கு,niṟuvaṉam amai / kūṭṭuttāpaṉam ākku,transitive,b2
