english_word,word_class,telugu_translation,transliteration,verb_transitivity,level
perspective (drawing technique),noun,పర్స్‌పెక్టివ్ / దృశ్య కోణం / చిత్రలేఖన కోణం,parspekṭiv / dr̥śya kōṇaṁ / citralēkhana kōṇaṁ,,a2
perspective (sense of proportion),noun,దృష్టికోణం / అవగాహన / వివేకం,dr̥ṣṭikōṇaṁ / avagāhana / vivēkaṁ,,a2
perspective (visual technique),noun,పర్స్‌పెక్టివ్ / దృశ్య కోణం / దృష్టికోణం,parspekṭiv / dr̥śya kōṇaṁ / dr̥ṣṭikōṇaṁ,,a2
phase (cyclical state),noun,దశ / ఘట్టం / ఫేజ్,daśa / ghaṭṭaṁ / phēj,,a2
"phase (cyclical state, general)",noun,దశ / ఘట్టం / ఫేజ్,daśa / ghaṭṭaṁ / phēj,,a2
"phase (cyclical, moon state)",noun,దశ / ఫేజ్,daśa / phēj,,a2
phase (stage in a process),noun,దశ / ఘట్టం / అంచె / ఫేజ్,daśa / ghaṭṭaṁ / aṁce / phēj,,a2
phenomenon (exceptional success),noun,అద్భుతం / సంచలనం / విశేషం / అసాధారణం,adbhutaṁ / saṁcalanaṁ / viśēṣaṁ / asādhāraṇaṁ,,a2
phenomenon (general occurrence),noun,సంఘటన / దృగ్విషయం / విషయం,saṁghaṭana / dr̥gviṣayaṁ / viṣayaṁ,,a2
philosophy (academic discipline),noun,తత్వశాస్త్రం / తత్వం,tatvaśāstraṁ / tatvaṁ,,a2
philosophy (guiding principle),noun,తత్వం / సిద్ధాంతం / జీవన విధానం,tatvaṁ / siddhāṁtaṁ / jīvana vidhānaṁ,,a2
"pick (for guitar, strings)",noun,పిక్ / ప్లెక్ట్రమ్,pik / plekṭram,,a2
pick (tool for digging),noun,పార / గునపం,pāra / gunapaṁ,,a2
"pile (carpet, textile surface)",noun,నూగు,nūgu,,a2
pile (foundation post),noun,పునాది స్తంభం / స్తంభం / పైల్,punādi staṁbhaṁ / staṁbhaṁ / pail,,a2
pill (contraceptive),noun,గర్భనిరోధక మాత్ర / మాత్ర / పిల్,garbhanirōdhaka mātra / mātra / pil,,a2
pit (fruit seed),noun,టెంక / గింజ,ṭeṁka / giṁja,,a2
pitch (sales proposal),noun,ప్రతిపాదన / విక్రయ ప్రతిపాదన / పిచ్,pratipādana / vikraya pratipādana / pic,,a2
pitch (sound frequency),noun,శృతి / స్వరం,śr̥ti / svaraṁ,,a2
pitch (sports ground),noun,క్రీడా మైదానం / మైదానం / పిచ్,krīḍā maidānaṁ / maidānaṁ / pic,,a2
pity (sympathy),noun,జాలి / దయ / కరుణ,jāli / daya / karuṇa,,a2
pity (thing causing regret),noun,విచారం / బాధ,vicāraṁ / bādha,,a2
"placement (job, career)",noun,ఉద్యోగ నియామకం / నియామకం / ప్లేస్‌మెంట్,udyōga niyāmakaṁ / niyāmakaṁ / plēsmeṁṭ,,a2
"plain (clear, obvious)",adjective,స్పష్టమైన / తేటైన / సులభమైన,spaṣṭamaina / tēṭaina / sulabhamaina,,a2
plus (advantage),noun,ప్రయోజనం / లాభం / సానుకూల అంశం / ప్లస్,prayōjanaṁ / lābhaṁ / sānukūla aṁśaṁ / plas,,a2
"plus (advantage, benefit)",adjective,ప్రయోజనకరమైన / లాభదాయకమైన / సానుకూలమైన,prayōjanakaramaina / lābhadāyakamaina / sānukūlamaina,,a2
plus (furthermore; in addition),conjunction,ఇంకా / అదనంగా / అంతేకాకుండా,iṁkā / adanaṁgā / aṁtēkākuṁḍā,,a2
plus (in addition to),adjective,అదనపు / ఎక్కువ,adanapu / ekkuva,,a2
"pointed (direct or critical, e.g., remark)",adjective,సూటియైన / పదునైన / నిర్దిష్టమైన,sūṭiyaina / padunaina / nirdiṣṭamaina,,a2
pointed (having a sharp end),adjective,మొనదేలిన / పదునైన,monadēlina / padunaina,,a2
popularity,noun,ప్రజాదరణ / ఆదరణ / పేరుప్రఖ్యాతులు,prajādaraṇa / ādaraṇa / pēruprakhyātulu,,a2
portion (serving of food),noun,వడ్డన / భాగం / మోతాదు / పోర్షన్,vaḍḍana / bhāgaṁ / mōtādu / pōrṣan,,a2
portion (share),noun,భాగం / వాటా / పాలు,bhāgaṁ / vāṭā / pālu,,a2
positive (advantage),noun,సానుకూల అంశం / ప్రయోజనం / మంచి,sānukūla aṁśaṁ / prayōjanaṁ / maṁci,,a2
positive (test result),noun,పాజిటివ్ / సానుకూల ఫలితం,pājiṭiv / sānukūla phalitaṁ,,a2
potential,adjective,సంభావ్య / సామర్థ్యం గల,saṁbhāvya / sāmarthyaṁ gala,,a2
"potential (likelihood, possibility)",noun,సామర్థ్యం / అవకాశం / సంభావ్యత,sāmarthyaṁ / avakāśaṁ / saṁbhāvyata,,a2
potentially,adverb,సాధ్యమైనంతవరకు / సంభావ్యంగా,sādhyamainaṁtavaraku / saṁbhāvyaṁgā,,a2
praise (formal recognition),noun,ప్రశంస / మెప్పు,praśaṁsa / meppu,,a2
precious (cherished),adjective,ప్రియమైన / అమూల్యమైన,priyamaina / amūlyamaina,,a2
precious (of material value),adjective,విలువైన / అమూల్యమైన / ఖరీదైన,viluvaina / amūlyamaina / kharīdaina,,a2
precise,adjective,ఖచ్చితమైన / నిర్దిష్టమైన,khaccitamaina / nirdiṣṭamaina,,a2
precisely (agreement),adverb,ఖచ్చితంగా / సరిగ్గా / అంతే,khaccitaṁgā / sariggā / aṁtē,,a2
predictable (lacking originality),adjective,ఊహించదగిన / సాధారణమైన,ūhiṁcadagina / sādhāraṇamaina,,a2
"predictable (reliable, consistent)",adjective,నమ్మదగిన / స్థిరమైన,nammadagina / sthiramaina,,a2
"preference (priority, advantage given)",noun,ప్రాధాన్యత / అనుకూలత,prādhānyata / anukūlata,,a2
pregnant (expectant),adjective,గర్భిణి / గర్భవతి,garbhiṇi / garbhavati,,a2
presence (attendance),noun,హాజరు / ఉనికి,hājaru / uniki,,a2
"presence (aura, bearing)",noun,ప్రభావం / తేజస్సు,prabhāvaṁ / tējassu,,a2
"pride (arrogance, haughtiness)",noun,అహంకారం / గర్వం,ahaṁkāraṁ / garvaṁ,,a2
"pride (satisfaction, self-respect)",noun,ఆత్మగౌరవం / గర్వం,ātmagauravaṁ / garvaṁ,,a2
primarily,adverb,ముఖ్యంగా / ప్రధానంగా,mukhyaṁgā / pradhānaṁgā,,a2
prime (highest quality),adjective,ఉత్తమమైన / అత్యుత్తమమైన,uttamamaina / atyuttamamaina,,a2
prime (main),adjective,ప్రధానమైన / ముఖ్యమైన,pradhānamaina / mukhyamaina,,a2
prime (mathematics),adjective,ప్రధాన / అవిభాజ్య,pradhāna / avibhājya,,a2
prince (heir apparent),noun,యువరాజు / రాజకుమారుడు,yuvarāju / rājakumāruḍu,,a2
principal (financial sum),adjective,అసలు / మూలధనం,asalu / mūladhanaṁ,,a2
principal (main),adjective,ప్రధానమైన / ముఖ్యమైన,pradhānamaina / mukhyamaina,,a2
principle (fundamental rule),noun,సూత్రం / సిద్ధాంతం,sūtraṁ / siddhāṁtaṁ,,a2
principle (moral standard),noun,విలువ / నీతి / ధర్మం,viluva / nīti / dharmaṁ,,a2
print (pattern on fabric or paper),noun,ముద్ర / నమూనా,mudra / namūnā,,a2
print (physical copy),noun,ముద్రణ / అచ్చు / కాపీ,mudraṇa / accu / kāpī,,a2
prior,adjective,ముందున్న / పూర్వ / గత,muṁdunna / pūrva / gata,,a2
priority,noun,ప్రాధాన్యత / ముఖ్యం / ప్రథమ స్థానం,prādhānyata / mukhyaṁ / prathama sthānaṁ,,a2
prisoner (captive),noun,ఖైదీ / బందీ / ఖైదు చేయబడిన వ్యక్తి,khaidī / baṁdī / khaidu cēyabaḍina vyakti,,a2
privacy (seclusion or aloneness),noun,గోప్యత / ఏకాంతం / వ్యక్తిగత స్వేచ్ఛ,gōpyata / ēkāṁtaṁ / vyaktigata svēccha,,a2
probability,noun,సంభావ్యత / అవకాశం / జరగడానికి గల అవకాశం,saṁbhāvyata / avakāśaṁ / jaragaḍāniki gala avakāśaṁ,,a2
probable,adjective,సంభావ్య / అవకాశం ఉన్న / జరగడానికి అవకాశం ఉన్న,saṁbhāvya / avakāśaṁ unna / jaragaḍāniki avakāśaṁ unna,,a2
procedure (formal protocol or administrative act),noun,విధానం / ప్రక్రియ / నియమావళి,vidhānaṁ / prakriya / niyamāvaḷi,,a2
procedure (method or sequence of steps),noun,పద్ధతి / విధానం / కార్యాచరణ,paddhati / vidhānaṁ / kāryācaraṇa,,a2
professional (sports competitor),noun,ప్రొఫెషనల్ / వృత్తిపరమైన క్రీడాకారుడు,propheṣanal / vr̥ttiparamaina krīḍākāruḍu,,a2
professional (trained expert),noun,నిపుణుడు / వృత్తి నిపుణుడు / ప్రొఫెషనల్,nipuṇuḍu / vr̥tti nipuṇuḍu / propheṣanal,,a2
programming,noun,ప్రోగ్రామింగ్ / కార్యక్రమ రచన,prōgrāmiṁg / kāryakrama racana,,a2
progressive (forward-thinking),adjective,ప్రగతిశీల / ఆధునిక భావాలు గల / పురోగమన,pragatiśīla / ādhunika bhāvālu gala / purōgamana,,a2
"progressive (gradual, continuing)",adjective,క్రమంగా అభివృద్ధి చెందుతున్న / పురోగమిస్తున్న / నిరంతర,kramaṁgā abhivr̥ddhi ceṁdutunna / purōgamistunna / niraṁtara,,a2
promising,adjective,ఆశాజనకమైన / భవిష్యత్తు ఉన్న / మంచి భవిష్యత్తు గల,āśājanakamaina / bhaviṣyattu unna / maṁci bhaviṣyattu gala,,a2
promotion (career advancement),noun,పదోన్నతి / ఉన్నత స్థానం / ప్రమోషన్,padōnnati / unnata sthānaṁ / pramōṣan,,a2
promotion (marketing),noun,ప్రచారం / ప్రోత్సాహం / మార్కెటింగ్,pracāraṁ / prōtsāhaṁ / mārkeṭiṁg,,a2
"proof (evidence, verification)",noun,రుజువు / ఆధారం / నిదర్శనం,rujuvu / ādhāraṁ / nidarśanaṁ,,a2
"proof (print, publishing draft)",noun,ప్రూఫ్ / ముద్రణ ప్రతి / సవరణ ప్రతి,prūph / mudraṇa prati / savaraṇa prati,,a2
proportion (ratio),noun,నిష్పత్తి / పాళ్ళు / భాగం,niṣpatti / pāḷḷu / bhāgaṁ,,a2
"proportion (size, scale)",noun,పరిమాణం / కొలత / అనుపాతం,parimāṇaṁ / kolata / anupātaṁ,,a2
proposal (of marriage),noun,పెళ్లి ప్రతిపాదన / వివాహ ప్రతిపాదన,peḷli pratipādana / vivāha pratipādana,,a2
"proposal (plan, suggestion)",noun,ప్రతిపాదన / సూచన / ప్రణాళిక,pratipādana / sūcana / praṇāḷika,,a2
prospect (future outlook),noun,భవిష్యత్తు / అవకాశం / ఆశ,bhaviṣyattu / avakāśaṁ / āśa,,a2
prospect (possibility),noun,అవకాశం / సంభావ్యత / జరగడానికి గల అవకాశం,avakāśaṁ / saṁbhāvyata / jaragaḍāniki gala avakāśaṁ,,a2
protection,noun,రక్షణ / సంరక్షణ / కాపుదల,rakṣaṇa / saṁrakṣaṇa / kāpudala,,a2
protein,noun,ప్రోటీన్ / మాంసకృత్తులు,prōṭīn / māṁsakr̥ttulu,,a2
protester (movement participant),noun,నిరసనకారుడు / ఆందోళనకారుడు,nirasanakāruḍu / āṁdōḷanakāruḍu,,a2
psychological (related to the mind),adjective,మానసిక,mānasika,,a2
psychologist,noun,మనస్తత్వవేత్త,manastatvavētta,,a2
psychology (academic discipline),noun,మనస్తత్వశాస్త్రం,manastatvaśāstraṁ,,a2
"psychology (mental makeup, mindset)",noun,మనస్తత్వం,manastatvaṁ,,a2
publication (act of publishing),noun,ప్రచురణ,pracuraṇa,,a2
publication (the published item),noun,ప్రచురణ / ప్రచురితం,pracuraṇa / pracuritaṁ,,a2
publicity,noun,ప్రచారం / పబ్లిసిటీ,pracāraṁ / pablisiṭī,,a2
"publishing (announcement, disclosure)",noun,ప్రకటన / బహిర్గతం,prakaṭana / bahirgataṁ,,a2
"publishing (books, media industry)",noun,ప్రచురణ / ప్రచురణ రంగం,pracuraṇa / pracuraṇa raṁgaṁ,,a2
punk (juvenile delinquent),noun,పోకిరి / అల్లరి చిల్లరగాడు,pōkiri / allari cillaragāḍu,,a2
