english_word,word_class,level,verb_transitivity,translation,transliteration
"to rent (out, lease)",verb,a2,transitive,किराए पर देना / भाड़े पर देना / पट्टे पर देना,kirāē par dēnā / bhāṛē par dēnā / paṭṭē par dēnā
to repeat (reiterate or practice),verb,a2,transitive,दोहराना / फिर से कहना / अभ्यास करना,dōharānā / phir sē kahanā / abhyās karanā
"to replace (to succeed, take the place of)",verb,a2,transitive,बदलना / जगह लेना / प्रतिस्थापित करना,badalanā / jagah lēnā / pratisthāpit karanā
to represent (act as a delegate),verb,a2,transitive,प्रतिनिधित्व करना / नुमाइंदगी करना,pratinidhitv karanā / numāiṁdagī karanā
to represent (to symbolize or depict),verb,a2,transitive,दर्शाना / दिखाना / प्रतीक होना / चित्रित करना,darśānā / dikhānā / pratīk hōnā / citrit karanā
"to request (formally, to appeal)",verb,a2,transitive,अनुरोध करना / निवेदन करना / प्रार्थना करना / दरख़्वास्त करना,anurōdh karanā / nivēdan karanā / prārthanā karanā / darak͟hvāst karanā
to request (general asking),verb,a2,transitive,अनुरोध करना / निवेदन करना / प्रार्थना करना,anurōdh karanā / nivēdan karanā / prārthanā karanā
to require (to mandate),verb,a2,transitive,अनिवार्य करना / ज़रूरी करना / आवश्यक करना,anivāry karanā / zarūrī karanā / āvaśyak karanā
to require (to need),verb,a2,intransitive,ज़रूरत होना / आवश्यकता होना / चाहिए होना,zarūrat hōnā / āvaśyakatā hōnā / cāhiē hōnā
"to respect (rules, laws, promises)",verb,a2,transitive,पालन करना / मानना / आदर करना,pālan karanā / mānanā / ādar karanā
to result (from a cause),verb,a2,intransitive,के कारण होना / से उत्पन्न होना / से निकलना,kē kāraṇa hōnā / sē utpann hōnā / sē nikalanā
to result (in an outcome),verb,a2,intransitive,में परिणत होना / का नतीजा निकलना / का परिणाम होना,mēṁ pariṇat hōnā / kā natījā nikalanā / kā pariṇām hōnā
to retire (from employment),verb,a2,intransitive,रिटायर होना / सेवा-निवृत्त होना / अवकाश ग्रहण करना,riṭāyar hōnā / sēvā-nivr̥tt hōnā / avakāśa grahaṇa karanā
to retire (to go to bed),verb,a2,intransitive,सोने जाना / बिस्तर पर जाना / शयन करना,sōnē jānā / bistar par jānā / śayan karanā
to risk,noun,a2,,ख़तरा (m) / जोखिम (f) / संकट (m),k͟hatarā (m) / jōkhim (f) / saṁkaṭa (m)
"to risk (potential loss, danger)",verb,a2,transitive,ख़तरा मोल लेना / जोखिम उठाना / दाँव पर लगाना,k͟hatarā mōl lēnā / jōkhim uṭhānā / dām̐v par lagānā
"to risk (to stake, wager)",verb,a2,transitive,दाँव पर लगाना / बाज़ी लगाना,dām̐v par lagānā / bāzī lagānā
to risk (to take a chance),verb,a2,intransitive,जोखिम लेना / ख़तरा उठाना / जोख़िम मोल लेना,jōkhim lēnā / k͟hatarā uṭhānā / jōk͟him mōl lēnā
"to roll (dough, carpet)",verb,a2,transitive,बेलना / लपेटना,bēlanā / lapēṭanā
to roll (move by turning),verb,a2,intransitive,लुढ़कना / घूमना,luṛhakanā / ghūmanā
"to roll up (mat, carpet)",verb,a2,transitive,लपेटना / समेटना,lapēṭanā / samēṭanā
to rule (adjudicate),verb,a2,transitive,फ़ैसला सुनाना / निर्णय देना,faisalā sunānā / nirṇay dēnā
to rule (govern),verb,a2,transitive,राज करना / शासन करना / हुकूमत करना,rāj karanā / śāsan karanā / hukūmat karanā
to scan (digitize),verb,a2,transitive,स्कैन करना,skain karanā
to scan (examine quickly),verb,a2,transitive,सरसरी नज़र डालना / तेज़ी से देखना / अवलोकन करना,sarasarī nazar ḍālanā / tēzī sē dēkhanā / avalōkan karanā
to score (to mark or cut),verb,a2,transitive,निशान लगाना / खरोंचना / काटना,niśān lagānā / kharōṁcanā / kāṭanā
to separate (to divide physically),verb,a2,transitive,अलग करना / बाँटना / विभाजित करना,alag karanā / bām̐ṭanā / vibhājit karanā
to separate (to part company or end a relationship),verb,a2,intransitive,अलग होना / जुदा होना / बिछड़ना,alag hōnā / judā hōnā / bichaṛanā
"to set (a date, price, goal)",verb,a2,transitive,तय करना / निर्धारित करना / मुक़र्रर करना,tay karanā / nirdhārit karanā / muqarrar karanā
"to set (an alarm, timer)",verb,a2,transitive,लगाना / सेट करना / निर्धारित करना,lagānā / sēṭa karanā / nirdhārit karanā
"to set (sun, star)",verb,a2,intransitive,डूबना / अस्त होना,ḍūbanā / ast hōnā
to set (the table),verb,a2,transitive,मेज़ लगाना / मेज़ बिछाना,mēz lagānā / mēz bichānā
to set (to place down),verb,a2,transitive,रखना / स्थापित करना,rakhanā / sthāpit karanā
to shine (to polish),verb,a2,transitive,चमकाना / पॉलिश करना,camakānā / pôliśa karanā
"to shoot (film, photo)",verb,a2,transitive,शूट करना / फ़ोटो खींचना / फ़िल्म बनाना,śūṭa karanā / fōṭō khīṁcanā / film banānā
to shoot (score a goal),verb,a2,transitive,गोल करना / मारना,gōl karanā / māranā
to signal (to indicate or imply),verb,a2,transitive,इशारा करना / संकेत करना / सूचित करना,iśārā karanā / saṁkēt karanā / sūcit karanā
to signal (to make a gesture),verb,a2,transitive,इशारा करना / संकेत करना,iśārā karanā / saṁkēt karanā
to sink (submerge),verb,a2,intransitive,डूबना / जलमग्न होना,ḍūbanā / jalamagn hōnā
"to sink (to decline, drop)",verb,a2,intransitive,गिरना / कम होना / घटना,giranā / kam hōnā / ghaṭanā
"to sink (to drill, dig)",verb,a2,transitive,खोदना / गाड़ना / धँसाना,khōdanā / gāṛanā / dham̐sānā
to slice,verb,a2,transitive,काटना / फाँकना / टुकड़े करना,kāṭanā / phām̐kanā / ṭukaṛē karanā
to slow (intransitive),verb,a2,intransitive,धीमा होना / गति कम होना,dhīmā hōnā / gati kam hōnā
to slow (transitive),verb,a2,transitive,धीमा करना / गति कम करना,dhīmā karanā / gati kam karanā
