id,english_word,word_class,level,verb_transitivity,target_translation,transliteration
5630,immune (exempt from responsibility),adjective,b2,nan,మినహాయింపు పొందిన / బాధ్యత నుండి విముక్తి పొందిన,minahāyiṁpu poṁdina / bādhyata nuṁḍi vimukti poṁdina
5631,impatient,adjective,b2,nan,ఓపిక లేని / అసహనంగా ఉన్న / తొందరపడే,ōpika lēni / asahanaṁgā unna / toṁdarapaḍē
5632,implication (consequence or ramification),noun,b2,nan,పర్యవసానం / ప్రభావం,paryavasānaṁ / prabhāvaṁ
5633,implication (involvement in a crime),noun,b2,nan,ప్రమేయం / సంబంధం,pramēyaṁ / saṁbaṁdhaṁ
5634,import (significance),noun,b2,nan,ప్రాముఖ్యత / విశిష్టత,prāmukhyata / viśiṣṭata
5635,impressed,adjective,b2,nan,ఆకట్టుకున్న / ముగ్ధుడైన,ākaṭṭukunna / mugdhuḍaina
5636,"in addition (moreover, also)",adverb,b2,nan,అదనంగా / అంతేకాకుండా / ఇంకా,adanaṁgā / aṁtēkākuṁḍā / iṁkā
5637,incentive (financial reward),noun,b2,nan,ప్రోత్సాహకం / ప్రోత్సాహం,prōtsāhakaṁ / prōtsāhaṁ
5638,incident,noun,b2,nan,సంఘటన / ఘటన,saṁghaṭana / ghaṭana
5639,income,noun,b2,nan,ఆదాయం / సంపాదన,ādāyaṁ / saṁpādana
5640,"incorrect (improper, inappropriate)",adjective,b2,nan,తప్పు / సరికాని / అనుచితమైన,tappu / sarikāni / anucitamaina
5641,increasingly,adverb,b2,nan,రోజురోజుకీ / ఎక్కువగా,rōjurōjukī / ekkuvagā
5642,independence (self-reliance),noun,b2,nan,స్వాతంత్ర్యం / స్వయంప్రతిపత్తి,svātaṁtryaṁ / svayaṁpratipatti
5643,index (book listing),noun,b2,nan,సూచిక,sūcika
5644,index (economic indicator),noun,b2,nan,సూచిక / ఇండెక్స్,sūcika / iṁḍeks
5645,indication (medical necessity),noun,b2,nan,చికిత్సకు సూచన / అవశ్యకత,cikitsaku sūcana / avaśyakata
5646,indication (sign or signal),noun,b2,nan,సూచన / సంకేతం,sūcana / saṁkētaṁ
5647,industrial,adjective,b2,nan,పారిశ్రామిక,pāriśrāmika
5648,inevitable,adjective,b2,nan,అనివార్యం / తప్పనిసరి,anivāryaṁ / tappanisari
5649,inevitably,adverb,b2,nan,అనివార్యంగా / తప్పనిసరిగా,anivāryaṁgā / tappanisarigā
5650,infection,noun,b2,nan,సంక్రమణ / ఇన్ఫెక్షన్,saṁkramaṇa / inphekṣan
5651,inferiority complex,noun,b2,nan,న్యూనతా భావం / తక్కువ భావన,nyūnatā bhāvaṁ / takkuva bhāvana
5652,"inflation (physical expansion, swelling)",noun,b2,nan,ఉబ్బరం / వాపు / వ్యాకోచం,ubbaraṁ / vāpu / vyākōcaṁ
5653,info (casual abbreviation),noun,b2,nan,సమాచారం / ఇన్ఫో,samācāraṁ / inphō
5654,information (formal),noun,b2,nan,సమాచారం / వివరాలు,samācāraṁ / vivarālu
5655,infrastructure,noun,b2,nan,మౌలిక సదుపాయాలు / మౌలిక వసతులు / ఇన్ఫ్రాస్ట్రక్చర్,maulika sadupāyālu / maulika vasatulu / inphrāsṭrakcar
5656,ingredient (abstract component),noun,b2,nan,అంశం / భాగం / మూలకం,aṁśaṁ / bhāgaṁ / mūlakaṁ
5657,inhabitant (native or indigenous),noun,b2,nan,నివాసి / స్థానికుడు / ఆదివాసి,nivāsi / sthānikuḍu / ādivāsi
5658,initial,adjective,b2,nan,ప్రారంభ / మొదటి / తొలి,prāraṁbha / modaṭi / toli
5659,initially (at first),adverb,b2,nan,మొదట / ప్రారంభంలో / తొలిగా,modaṭa / prāraṁbhaṁlō / toligā
5660,initiative (personal drive),noun,b2,nan,చొరవ,corava
5661,initiative (plan or project),noun,b2,nan,కార్యక్రమం / ప్రణాళిక / ప్రాజెక్ట్,kāryakramaṁ / praṇāḷika / prājekṭ
5662,"inner (emotional, spiritual)",adjective,b2,nan,ఆంతరంగిక / అంతర్గత / లోపలి,āṁtaraṁgika / aṁtargata / lōpali
5663,"inner (emotional, spiritual, internal)",adjective,b2,nan,ఆంతరంగిక / అంతర్గత / లోపలి,āṁtaraṁgika / aṁtargata / lōpali
5664,"innovation (novelty, newness)",noun,b2,nan,ఆవిష్కరణ / నూతనత్వం / కొత్తదనం,āviṣkaraṇa / nūtanatvaṁ / kottadanaṁ
5665,innovative,adjective,b2,nan,వినూత్న / నూతన / సృజనాత్మక,vinūtna / nūtana / sr̥janātmaka
5666,input (contribution or feedback),noun,b2,nan,సూచన / అభిప్రాయం / సహకారం / ఇన్పుట్,sūcana / abhiprāyaṁ / sahakāraṁ / inpuṭ
5667,input (contribution),noun,b2,nan,సహకారం / తోడ్పాటు / ఇన్పుట్,sahakāraṁ / tōḍpāṭu / inpuṭ
5668,input (data entry),noun,b2,nan,డేటా ఎంట్రీ / సమాచార నమోదు / ఇన్పుట్,ḍēṭā eṁṭrī / samācāra namōdu / inpuṭ
5669,input (feedback),noun,b2,nan,అభిప్రాయం / సూచన / ఫీడ్‌బ్యాక్ / ఇన్పుట్,abhiprāyaṁ / sūcana / phīḍbyāk / inpuṭ
5670,"input (feedback, opinion)",noun,b2,nan,అభిప్రాయం / సూచన / ఫీడ్‌బ్యాక్ / ఇన్పుట్,abhiprāyaṁ / sūcana / phīḍbyāk / inpuṭ
5671,input (suggestion or feedback),noun,b2,nan,సూచన / అభిప్రాయం / ఫీడ్‌బ్యాక్ / ఇన్పుట్,sūcana / abhiprāyaṁ / phīḍbyāk / inpuṭ
5672,inquiry (formal investigation),noun,b2,nan,విచారణ / దర్యాప్తు / పరిశోధన,vicāraṇa / daryāptu / pariśōdhana
5673,"inquiry (question, request for info)",noun,b2,nan,ఆరా / విచారణ / అభ్యర్థన,ārā / vicāraṇa / abhyarthana
5674,"inquiry (question, request for information)",noun,b2,nan,ఆరా / విచారణ / అభ్యర్థన,ārā / vicāraṇa / abhyarthana
5675,insight (deep understanding),noun,b2,nan,అంతర్దృష్టి / అవగాహన / గ్రహింపు,aṁtardr̥ṣṭi / avagāhana / grahiṁpu
5676,"insight (specific finding, data-based)",noun,b2,nan,కీలక సమాచారం / ఇన్‌సైట్ / విశ్లేషణ,kīlaka samācāraṁ / insaiṭ / viślēṣaṇa
5677,inspector,noun,b2,nan,ఇన్‌స్పెక్టర్ / తనిఖీ అధికారి / పరిశీలకుడు,inspekṭar / tanikhī adhikāri / pariśīlakuḍu
5678,"installation (artwork, exhibit)",noun,b2,nan,ఇన్‌స్టాలేషన్ / కళాకృతి / ప్రదర్శన,insṭālēṣan / kaḷākr̥ti / pradarśana
5679,"installation (facility, base)",noun,b2,nan,ఏర్పాటు / సంస్థాపన / స్థావరం,ērpāṭu / saṁsthāpana / sthāvaraṁ
5680,instance,noun,b2,nan,సందర్భం / ఉదాహరణ / సారి,saṁdarbhaṁ / udāharaṇa / sāri
5681,instance (example),noun,b2,nan,ఉదాహరణ / దృష్టాంతం / సందర్భం,udāharaṇa / dr̥ṣṭāṁtaṁ / saṁdarbhaṁ
5682,instant (quick preparation),adjective,b2,nan,ఇన్‌స్టంట్ / తక్షణ / త్వరిత,insṭaṁṭ / takṣaṇa / tvarita
5683,"instantly (immediately, right away)",adverb,b2,nan,వెంటనే / తక్షణమే / క్షణంలో,veṁṭanē / takṣaṇamē / kṣaṇaṁlō
5684,institute,noun,b2,nan,సంస్థ / ఇన్‌స్టిట్యూట్ / సంస్థానం,saṁstha / insṭiṭyūṭ / saṁsthānaṁ
5685,institution (social custom or practice),noun,b2,nan,సంప్రదాయం / ఆచారం / వ్యవస్థ,saṁpradāyaṁ / ācāraṁ / vyavastha
5686,"insufficient (in quantity, not enough)",adjective,b2,nan,సరిపోని / తగినంత లేని / లోపించిన,saripōni / taginaṁta lēni / lōpiṁcina
5687,insult (verbal slight),noun,b2,nan,అవమానం / తిట్టు / అగౌరవం,avamānaṁ / tiṭṭu / agauravaṁ
5688,insurance,noun,b2,nan,భీమా / ఇన్సూరెన్స్,bhīmā / insūrens
5689,intellectual,adjective,b2,nan,మేధో / బౌద్ధిక / విజ్ఞాన,mēdhō / bauddhika / vijñāna
5690,"intelligence (agency, activity)",noun,b2,nan,గూఢచార సంస్థ / ఇంటెలిజెన్స్,gūḍhacāra saṁstha / iṁṭelijens
5691,intelligence (secret information),noun,b2,nan,గూఢ సమాచారం / రహస్య సమాచారం / ఇంటెలిజెన్స్,gūḍha samācāraṁ / rahasya samācāraṁ / iṁṭelijens
5692,"intended (fiancé, fiancée)",adjective,b2,nan,కాబోయే జీవిత భాగస్వామి / నిశ్చితార్థం అయిన వ్యక్తి,kābōyē jīvita bhāgasvāmi / niścitārthaṁ ayina vyakti
5693,"intended (future spouse, specific)",adjective,b2,nan,కాబోయే జీవిత భాగస్వామి / కాబోయే భార్య / కాబోయే భర్త,kābōyē jīvita bhāgasvāmi / kābōyē bhārya / kābōyē bharta
5694,"intended (goal, purpose)",adjective,b2,nan,ఉద్దేశించిన / లక్ష్యంగా పెట్టుకున్న / సంకల్పించిన,uddēśiṁcina / lakṣyaṁgā peṭṭukunna / saṁkalpiṁcina
5695,"intense (deep, concentrated)",adjective,b2,nan,తీవ్రమైన / గాఢమైన / ప్రగాఢమైన,tīvramaina / gāḍhamaina / pragāḍhamaina
5696,"intense (strong, severe)",adjective,b2,nan,తీవ్రమైన / ప్రచండమైన / అధికమైన,tīvramaina / pracaṁḍamaina / adhikamaina
5697,"interaction (mutual influence, technical)",noun,b2,nan,పరస్పర చర్య / ఇంటరాక్షన్,paraspara carya / iṁṭarākṣan
5698,interaction (social communication),noun,b2,nan,సంభాషణ / కలయిక / పరస్పర సంబంధం / ఇంటరాక్షన్,saṁbhāṣaṇa / kalayika / paraspara saṁbaṁdhaṁ / iṁṭarākṣan
5699,internal,adjective,b2,nan,అంతర్గత / లోపలి / లోపల ఉన్న,aṁtargata / lōpali / lōpala unna
5700,interpretation (artistic rendition or style),noun,b2,nan,భావం / శైలి / ప్రదర్శన,bhāvaṁ / śaili / pradarśana
5701,interpretation (explanation or analysis),noun,b2,nan,వివరణ / వ్యాఖ్యానం / విశ్లేషణ,vivaraṇa / vyākhyānaṁ / viślēṣaṇa
5702,interval (during a performance),noun,b2,nan,విరామం / మధ్య విరామం / ఇంటర్వెల్,virāmaṁ / madhya virāmaṁ / iṁṭarvel
5703,interval (period of time),noun,b2,nan,వ్యవధి / కాలం / మధ్యకాలం,vyavadhi / kālaṁ / madhyakālaṁ
5704,"invasion (of privacy, rights)",noun,b2,nan,ఉల్లంఘన / ఆక్రమణ / చొరబాటు,ullaṁghana / ākramaṇa / corabāṭu
5705,"investigation (legal, police inquiry)",noun,b2,nan,దర్యాప్తు / విచారణ,daryāptu / vicāraṇa
5706,"investigation (scientific, research)",noun,b2,nan,పరిశోధన / అన్వేషణ / విశ్లేషణ,pariśōdhana / anvēṣaṇa / viślēṣaṇa
5707,investment,noun,b2,nan,పెట్టుబడి,peṭṭubaḍi
5708,investor,noun,b2,nan,పెట్టుబడిదారుడు,peṭṭubaḍidāruḍu
5709,isolated (remote location),adjective,b2,nan,ఏకాంతమైన / మారుమూలైన / దూరమైన,ēkāṁtamaina / mārumūlaina / dūramaina
5710,"isolated (socially, emotionally)",adjective,b2,nan,ఒంటరిగా ఉన్న / ఏకాకిగా ఉన్న / విడిగా ఉన్న,oṁṭarigā unna / ēkākigā unna / viḍigā unna
5711,jail,noun,b2,nan,జైలు / కారాగారం / చెరసాల,jailu / kārāgāraṁ / cerasāla
5712,jet (aircraft),noun,b2,nan,జెట్ విమానం / జెట్,jeṭ vimānaṁ / jeṭ
5713,"jet (stream of liquid, gas)",noun,b2,nan,ధార / ప్రవాహం / జెట్,dhāra / pravāhaṁ / jeṭ
5714,joint,adjective,b2,nan,ఉమ్మడి / సంయుక్త,ummaḍi / saṁyukta
5715,joint (establishment),noun,b2,nan,అడ్డా / స్థావరం,aḍḍā / sthāvaraṁ
5716,joint (hangout spot),noun,b2,nan,అడ్డా / కూడలి,aḍḍā / kūḍali
5717,journalism,noun,b2,nan,పత్రికా రంగం / జర్నలిజం,patrikā raṁgaṁ / jarnalijaṁ
5718,"joy (bliss, profound happiness)",noun,b2,nan,ఆనందం / సంతోషం / పరమానందం,ānaṁdaṁ / saṁtōṣaṁ / paramānaṁdaṁ
5719,"judgement (discretion, ability)",noun,b2,nan,విచక్షణ / నిర్ణయం / తీర్పు,vicakṣaṇa / nirṇayaṁ / tīrpu
5720,"judgement (discretion, sound decision-making)",noun,b2,nan,విచక్షణ / సరైన నిర్ణయం,vicakṣaṇa / saraina nirṇayaṁ
5721,judgement (legal ruling),noun,b2,nan,తీర్పు / న్యాయ నిర్ణయం,tīrpu / nyāya nirṇayaṁ
5722,"judgement (legal ruling, verdict)",noun,b2,nan,తీర్పు / శిక్ష,tīrpu / śikṣa
5723,junior,adjective,b2,nan,జూనియర్ / చిన్న / కింది స్థాయి,jūniyar / cinna / kiṁdi sthāyi
5724,jury (competition judges),noun,b2,nan,న్యాయ నిర్ణేతలు / జ్యూరీ,nyāya nirṇētalu / jyūrī
5725,jury (legal court panel),noun,b2,N/A,జ్యూరీ / న్యాయ నిర్ణేతల బృందం,jyūrī / nyāya nirṇētala br̥ṁdaṁ
5726,just (exactly),adjective,b2,N/A,సరిగ్గా / కేవలం,sariggā / kēvalaṁ
5727,"just (exactly, precise)",adjective,b2,N/A,సరిగ్గా / ఖచ్చితంగా,sariggā / khaccitaṁgā
5728,justice,noun,b2,N/A,న్యాయం / ధర్మం,nyāyaṁ / dharmaṁ
5729,kit (assembly box),noun,b2,N/A,కిట్ / సమితి,kiṭ / samiti
5730,kit (sports uniform),noun,b2,N/A,కిట్ / క్రీడా దుస్తులు / యూనిఫాం,kiṭ / krīḍā dustulu / yūniphāṁ
5731,labour (childbirth),noun,b2,N/A,ప్రసవం,prasavaṁ
5732,"labour (effort, work)",noun,b2,N/A,శ్రమ / కృషి / పని,śrama / kr̥ṣi / pani
