id,english_word,word_class,level,verb_transitivity,target_translation,transliteration
5667,input (contribution),noun,b2,nan,பங்களிப்பு,paṅkaḷippu
5668,input (data entry),noun,b2,nan,உள்ளீடு,uḷḷīṭu
5669,input (feedback),noun,b2,nan,கருத்து,karuttu
5670,"input (feedback, opinion)",noun,b2,nan,கருத்து,karuttu
5671,input (suggestion or feedback),noun,b2,nan,ஆலோசனை / கருத்து,ālōcaṉai / karuttu
5672,inquiry (formal investigation),noun,b2,nan,விசாரணை / புலனாய்வு,vicāraṇai / pulaṉāyvu
5673,"inquiry (question, request for info)",noun,b2,nan,கேள்வி / தகவல் கோரிக்கை,kēḷvi / takaval kōrikkai
5674,"inquiry (question, request for information)",noun,b2,nan,கேள்வி / தகவல் கோரிக்கை,kēḷvi / takaval kōrikkai
5675,insight (deep understanding),noun,b2,nan,நுண்ணறிவு / ஆழ்ந்த புரிதல் / அகப்பார்வை / உள்ளுணர்வு,nuṇṇaṟivu / āḻnta purital / akappārvai / uḷḷuṇarvu
5676,"insight (specific finding, data-based)",noun,b2,nan,முக்கியக் கண்டுபிடிப்பு / முக்கியத் தகவல் / கண்டறிதல்,mukkiyak kaṇṭupiṭippu / mukkiyat takaval / kaṇṭaṟital
5677,inspector,noun,b2,nan,இன்ஸ்பெக்டர் / ஆய்வாளர் / பரிசோதகர்,iṉspekṭar / āyvāḷar / paricōtakar
5678,"installation (artwork, exhibit)",noun,b2,nan,கலை நிறுவல் / காட்சிப் பொருள்,kalai niṟuval / kāṭcip poruḷ
5679,"installation (facility, base)",noun,b2,nan,நிறுவல் / வசதி / அமைப்பு,niṟuval / vacati / amaippu
5680,instance,noun,b2,nan,சந்தர்ப்பம் / நிலை / நிகழ்வு,cantarppam / nilai / nikaḻvu
5681,instance (example),noun,b2,nan,உதாரணம் / எடுத்துக்காட்டு,utāraṇam / eṭuttukkāṭṭu
5682,instant (quick preparation),adjective,b2,nan,உடனடி / விரைவு,uṭaṉaṭi / viraivu
5683,"instantly (immediately, right away)",adverb,b2,nan,உடனடியாக / உடனே / அக்கணமே,uṭaṉaṭiyāka / uṭaṉē / akkaṇamē
5684,institute,noun,b2,nan,நிறுவனம் / கழகம் / கல்வி நிறுவனம்,niṟuvaṉam / kaḻakam / kalvi niṟuvaṉam
5685,institution (social custom or practice),noun,b2,nan,வழக்கம் / அமைப்பு / சமூக அமைப்பு / மரபு,vaḻakkam / amaippu / camūka amaippu / marapu
5686,"insufficient (in quantity, not enough)",adjective,b2,nan,போதாத / குறைவான / பற்றாக்குறை,pōtāta / kuṟaivāṉa / paṟṟākkuṟai
5687,insult (verbal slight),noun,b2,nan,அவமானம் / இழிவு / நிந்தனை,avamāṉam / iḻivu / nintaṉai
5688,insurance,noun,b2,nan,இன்சூரன்ஸ் / காப்பீடு,iṉcūraṉs / kāppīṭu
5689,intellectual,adjective,b2,nan,அறிவுசார் / அறிவார்ந்த / புத்திசாலித்தனமான,aṟivucār / aṟivārnta / putticālittaṉamāṉa
5690,"intelligence (agency, activity)",noun,b2,nan,உளவுத்துறை / உளவு செயல்பாடு,uḷavuttuṟai / uḷavu ceyalpāṭu
5691,intelligence (secret information),noun,b2,nan,உளவுத் தகவல் / ரகசியத் தகவல்,uḷavut takaval / rakaciyat takaval
5692,"intended (fiancé, fiancée)",adjective,b2,nan,வருங்காலக் கணவர் / வருங்கால மனைவி / நிச்சயிக்கப்பட்டவர்,varuṅkālak kaṇavar / varuṅkāla maṉaivi / niccayikkappaṭṭavar
5693,"intended (future spouse, specific)",adjective,b2,nan,வருங்காலத் துணை / நிச்சயிக்கப்பட்ட துணை,varuṅkālat tuṇai / niccayikkappaṭṭa tuṇai
5694,"intended (goal, purpose)",adjective,b2,nan,நோக்கம் கொண்ட / குறிக்கோள் கொண்ட / உத்தேசிக்கப்பட்ட,nōkkam koṇṭa / kuṟikkōḷ koṇṭa / uttēcikkappaṭṭa
5695,"intense (deep, concentrated)",adjective,b2,nan,ஆழ்ந்த / தீவிரமான / செறிவான,āḻnta / tīviramāṉa / ceṟivāṉa
5696,"intense (strong, severe)",adjective,b2,nan,கடுமையான / தீவிரமான / உக்கிரமான,kaṭumaiyāṉa / tīviramāṉa / ukkiramāṉa
5697,"interaction (mutual influence, technical)",noun,b2,nan,இடைவினை / ஒன்றோடொன்று செயல்படுதல்,iṭaiviṉai / oṉṟōṭoṉṟu ceyalpaṭutal
5698,interaction (social communication),noun,b2,nan,சமூகத் தொடர்பு / உரையாடல் / பரிமாற்றம்,camūkat toṭarpu / uraiyāṭal / parimāṟṟam
5699,internal,adjective,b2,nan,உள் / உள்ளக / அக,uḷ / uḷḷaka / aka
5700,interpretation (artistic rendition or style),noun,b2,nan,வெளிப்பாடு / விளக்கம் / பாணி,veḷippāṭu / viḷakkam / pāṇi
5701,interpretation (explanation or analysis),noun,b2,nan,விளக்கம் / பொருள் / பகுப்பாய்வு,viḷakkam / poruḷ / pakuppāyvu
5702,interval (during a performance),noun,b2,nan,இடைவேளை / ஓய்வு,iṭaivēḷai / ōyvu
5703,interval (period of time),noun,b2,nan,இடைவெளி / கால இடைவெளி,iṭaiveḷi / kāla iṭaiveḷi
5704,"invasion (of privacy, rights)",noun,b2,nan,அத்துமீறல் / மீறல் / ஊடுருவல்,attumīṟal / mīṟal / ūṭuruval
5705,"investigation (legal, police inquiry)",noun,b2,nan,விசாரணை / புலனாய்வு,vicāraṇai / pulaṉāyvu
5706,"investigation (scientific, research)",noun,b2,nan,ஆராய்ச்சி / ஆய்வு,ārāycci / āyvu
5707,investment,noun,b2,nan,முதலீடு,mutalīṭu
5708,investor,noun,b2,nan,முதலீட்டாளர்,mutalīṭṭāḷar
5709,isolated (remote location),adjective,b2,nan,தொலைதூர / ஒதுக்குப்புறமான / தனிமைப்படுத்தப்பட்ட,tolaitūra / otukkuppuṟamāṉa / taṉimaippaṭuttappaṭṭa
5710,"isolated (socially, emotionally)",adjective,b2,nan,தனிமையான / தனிமைப்படுத்தப்பட்ட / ஒதுக்கப்பட்ட,taṉimaiyāṉa / taṉimaippaṭuttappaṭṭa / otukkappaṭṭa
5711,jail,noun,b2,nan,சிறை / சிறைச்சாலை,ciṟai / ciṟaiccālai
5712,jet (aircraft),noun,b2,nan,ஜெட் விமானம் / வானூர்தி,jeṭ vimāṉam / vāṉūrti
5713,"jet (stream of liquid, gas)",noun,b2,nan,பீச்சு,pīccu
5714,joint,adjective,b2,nan,கூட்டு / இணைந்த,kūṭṭu / iṇainta
5715,joint (establishment),noun,b2,nan,நிறுவனம் / இடம்,niṟuvaṉam / iṭam
5716,joint (hangout spot),noun,b2,nan,கூடும் இடம் / சந்திக்கும் இடம்,kūṭum iṭam / cantikkum iṭam
5717,journalism,noun,b2,nan,இதழியல்,itaḻiyal
5718,"joy (bliss, profound happiness)",noun,b2,nan,மகிழ்ச்சி / ஆனந்தம் / பேருவகை,makiḻcci / āṉantam / pēruvakai
5719,"judgement (discretion, ability)",noun,b2,nan,பகுத்தறிவு / விவேகம்,pakuttaṟivu / vivēkam
5720,"judgement (discretion, sound decision-making)",noun,b2,nan,நல்ல தீர்ப்பு / விவேகம் / பகுத்தறிவு,nalla tīrppu / vivēkam / pakuttaṟivu
5721,judgement (legal ruling),noun,b2,nan,தீர்ப்பு / ஆணை,tīrppu / āṇai
5722,"judgement (legal ruling, verdict)",noun,b2,nan,தீர்ப்பு / தீர்ப்பாணை,tīrppu / tīrppāṇai
5723,junior,adjective,b2,nan,இளைய / கீழ்நிலை,iḷaiya / kīḻnilai
5724,jury (competition judges),noun,b2,nan,நடுவர் குழு / நடுவர்கள்,naṭuvar kuḻu / naṭuvarkaḷ
5725,jury (legal court panel),noun,b2,nan,ஜூரி / நடுவர் குழு,jūri / naṭuvar kuḻu
5726,just (exactly),adjective,b2,nan,சரியான / துல்லியமான,cariyāṉa / tulliyamāṉa
5727,"just (exactly, precise)",adjective,b2,nan,சரியான / துல்லியமான,cariyāṉa / tulliyamāṉa
5728,justice,noun,b2,nan,நீதி / நியாயம்,nīti / niyāyam
5729,kit (assembly box),noun,b2,nan,கிட் / தொகுப்பு / கருவித்தொகுப்பு,kiṭ / tokuppu / karuvittokuppu
5730,kit (sports uniform),noun,b2,nan,கிட் / சீருடை / விளையாட்டுச் சீருடை,kiṭ / cīruṭai / viḷaiyāṭṭuc cīruṭai
5731,labour (childbirth),noun,b2,nan,பிரசவம் / பேறுகாலம்,piracavam / pēṟukālam
5732,"labour (effort, work)",noun,b2,nan,உழைப்பு / வேலை / முயற்சி,uḻaippu / vēlai / muyaṟci
5733,labour (workforce),noun,b2,nan,தொழிலாளர் சக்தி / பணியாளர் சக்தி / தொழிலாளர்,toḻilāḷar cakti / paṇiyāḷar cakti / toḻilāḷar
5734,ladder,noun,b2,nan,ஏணி,ēṇi
5735,lampshade,noun,b2,nan,விளக்குக் கூண்டு / விளக்கு மறைப்பு,viḷakkuk kūṇṭu / viḷakku maṟaippu
5736,"landing (arrival, touchdown)",noun,b2,nan,தரையிறக்கம் / வருகை,taraiyiṟakkam / varukai
5737,landing (of stairs),noun,b2,nan,படித் தளம் / படி இறங்குமிடம்,paṭit taḷam / paṭi iṟaṅkumiṭam
5738,"landscape (context, environment)",noun,b2,nan,சூழல் / நிலைமை,cūḻal / nilaimai
5739,"landscape (scenery, vista)",noun,b2,nan,நிலக்காட்சி / இயற்கைக் காட்சி / காட்சி,nilakkāṭci / iyaṟkaik kāṭci / kāṭci
5740,lane (narrow country road or path),noun,b2,nan,சந்து / பாதை / குறுகிய சாலை,cantu / pātai / kuṟukiya cālai
5741,lane (traffic division or sports track),noun,b2,nan,பாதை / வரிசை / லேண்,pātai / varicai / lēṇ
5742,largely,adverb,b2,nan,பெரும்பாலும் / முக்கியமாக,perumpālum / mukkiyamāka
5743,lately (recently),adverb,b2,nan,சமீபத்தில் / அண்மையில்,camīpattil / aṇmaiyil
5744,"lately (recently, standard, formal use)",adverb,b2,nan,அண்மையில் / சமீபத்தில்,aṇmaiyil / camīpattil
5745,latest,noun,b2,nan,சமீபத்தியது / புதியது,camīpattiyatu / putiyatu
5746,latest (noun),noun,b2,nan,சமீபத்தியது / புதியது,camīpattiyatu / putiyatu
5747,launch (of a product or event),noun,b2,nan,வெளியீடு / அறிமுகம் / தொடக்கம்,veḷiyīṭu / aṟimukam / toṭakkam
5748,launch (of a rocket or satellite),noun,b2,nan,ஏவுதல் / ஏவுகை,ēvutal / ēvukai
5749,leadership (group of leaders),noun,b2,nan,தலைமைக்குழு / தலைமை,talaimaikkuḻu / talaimai
5750,leaflet,noun,b2,nan,துண்டுப்பிரசுரம் / சிற்றேடு,tuṇṭuppiracuram / ciṟṟēṭu
5751,league (level or status),noun,b2,nan,தரம் / நிலை / அடுக்கு,taram / nilai / aṭukku
5752,league (sports organization),noun,b2,nan,லீக் / கூட்டமைப்பு / அணித்தொடர்,līk / kūṭṭamaippu / aṇittoṭar
5753,leave,noun,b2,nan,அனுமதி / புறப்பாடு,aṉumati / puṟappāṭu
5754,leave (absence from work),noun,b2,nan,விடுப்பு / ஓய்வு / விடுமுறை,viṭuppu / ōyvu / viṭumuṟai
5755,legend (famous person),noun,b2,nan,ஜாம்பவான் / மாமேதை / புகழ்மிக்கவர்,jāmpavāṉ / māmētai / pukaḻmikkavar
5756,legend (map key),noun,b2,nan,குறியீட்டு விளக்கம் / குறிப்பு,kuṟiyīṭṭu viḷakkam / kuṟippu
5757,legend (story),noun,b2,nan,புராணம் / ஐதீகம் / கதை,purāṇam / aitīkam / katai
5758,lens (contact lens),noun,b2,nan,காண்டாக்ட் லென்ஸ் / தொடுவில்லை,kāṇṭākṭ leṉs / toṭuvillai
5759,lens (optical),noun,b2,nan,லென்ஸ் / வில்லையை,leṉs / villaiyai
5760,licence,noun,b2,nan,உரிமம் / லைசென்ஸ்,urimam / laiceṉs
