english_word,word_class,telugu_translation,transliteration,verb_transitivity,level
to upset (emotionally),verb,బాధపెట్టు / కలవరపెట్టు / విచారపెట్టు,bādhapeṭṭu / kalavarapeṭṭu / vicārapeṭṭu,transitive,b1
"to upset (stomach, physically)",verb,కడుపు నొప్పి కలిగించు / కడుపు పాడుచేయు,kaḍupu noppi kaligiṁcu / kaḍupu pāḍucēyu,transitive,b1
"to view (to observe, watch)",verb,చూడు / వీక్షించు / దర్శించు,cūḍu / vīkṣiṁcu / darśiṁcu,transitive,b1
"to view (to regard, consider)",verb,భావించు / పరిగణించు / తలచు,bhāviṁcu / parigaṇiṁcu / talacu,transitive,b1
to volunteer,verb,స్వచ్ఛందంగా చేయు / ముందుకు వచ్చు,svacchaṁdaṁgā cēyu / muṁduku vaccu,intransitive,b1
to vote,verb,ఓటు వేయు / ఓటు చేయు,ōṭu vēyu / ōṭu cēyu,transitive,b1
to warm (intransitive),verb,వెచ్చబడు / వేడెక్కు,veccabaḍu / vēḍekku,intransitive,b1
to warm (transitive),verb,వెచ్చచేయు / వేడిచేయు,veccacēyu / vēḍicēyu,transitive,b1
"to warn (of danger, caution)",verb,హెచ్చరించు / జాగ్రత్త చెప్పు / ముందే తెలియజేయు,heccariṁcu / jāgratta ceppu / muṁdē teliyajēyu,transitive,b1
to waste,verb,వృథా చేయు / పాడుచేయు,vr̥thā cēyu / pāḍucēyu,transitive,b1
"to waste (resources, time)",verb,వృథా చేయు / దుర్వినియోగం చేయు / పాడుచేయు,vr̥thā cēyu / durviniyōgaṁ cēyu / pāḍucēyu,transitive,b1
to waste away (physically decline),verb,కృశించు / చిక్కిపోవు / క్షీణించు,kr̥śiṁcu / cikkipōvu / kṣīṇiṁcu,intransitive,b1
"to water (eyes, mouth)",verb,నీళ్ళు ఊరు / కళ్ళు చెమ్మగిల్లు,nīḷḷu ūru / kaḷḷu cemmagillu,intransitive,b1
"to water (eyes, to weep slightly)",verb,కళ్ళు చెమ్మగిల్లు / కన్నీరు వచ్చు,kaḷḷu cemmagillu / kannīru vaccu,intransitive,b1
to water (mouth),verb,నోరు ఊరు / లాలాజలం ఊరు,nōru ūru / lālājalaṁ ūru,intransitive,b1
"to water (plants, crops)",verb,నీళ్ళు పోయు / తడుపు / నీరు పారు,nīḷḷu pōyu / taḍupu / nīru pāru,transitive,b1
"to wave (a flag, object)",verb,ఊపు / కదుపు,ūpu / kadupu,transitive,b1
"to wave (one's hand, signal)",verb,చేయి ఊపు / సైగ చేయు,cēyi ūpu / saiga cēyu,intransitive,b1
to weigh (to consider options),verb,బేరీజు వేయు / ఆలోచించు / పరిశీలించు,bērīju vēyu / ālōciṁcu / pariśīliṁcu,transitive,b1
to win over (by gentle persuasion),verb,ఒప్పించు / లొంగదీయు / ఆకట్టుకొను,oppiṁcu / loṁgadīyu / ākaṭṭukonu,transitive,b1
to wonder (feel awe),verb,ఆశ్చర్యపడు / విస్మయపడు,āścaryapaḍu / vismayapaḍu,intransitive,b1
"to wonder (speculate, ask self)",verb,ఆలోచించు / సందేహించు / ప్రశ్నించుకొను,ālōciṁcu / saṁdēhiṁcu / praśniṁcukonu,intransitive,b1
to wonder (to be surprised),verb,ఆశ్చర్యపో / విస్మయపడు,āścaryapō / vismayapaḍu,intransitive,b1
toe,noun,కాలివేలు / పాదాంగుళం,kālivēlu / pādāṁguḷaṁ,,b1
"tongue (language, dialect)",noun,భాష / జిహ్వ,bhāṣa / jihva,,b1
tongue (organ),noun,నాలుక / జిహ్వ,nāluka / jihva,,b1
total (complete),noun,మొత్తం / సంపూర్ణం / సర్వం,mottaṁ / saṁpūrṇaṁ / sarvaṁ,,b1
total (sum),adjective,మొత్తం / సంపూర్ణ / సకల,mottaṁ / saṁpūrṇa / sakala,,b1
"totally (absolutely, emphatically)",adverb,పూర్తిగా / సంపూర్ణంగా / అస్సలు,pūrtigā / saṁpūrṇaṁgā / assalu,,b1
touch (skill or style),noun,శైలి / నైపుణ్యం / మెళకువ,śaili / naipuṇyaṁ / meḷakuva,,b1
touch (small amount or degree),noun,కొద్దిగా / స్వల్పం / చిటికెడు,koddigā / svalpaṁ / ciṭikeḍu,,b1
trade (commerce),noun,వ్యాపారం / వర్తకం / వాణిజ్యం,vyāpāraṁ / vartakaṁ / vāṇijyaṁ,,b1
trade (occupation),noun,వృత్తి / పని / చేతివృత్తి,vr̥tti / pani / cētivr̥tti,,b1
tradition (heritage or cultural lineage),noun,సంప్రదాయం / ఆచారం / పరంపర,saṁpradāyaṁ / ācāraṁ / paraṁpara,,b1
"traffic (movement of goods, trafficking)",noun,అక్రమ రవాణా / రవాణా,akrama ravāṇā / ravāṇā,,b1
"traffic (trade, commerce)",noun,వ్యాపారం / వర్తకం / వాణిజ్యం,vyāpāraṁ / vartakaṁ / vāṇijyaṁ,,b1
translation,noun,అనువాదం / తర్జుమా / భాషాంతరీకరణ,anuvādaṁ / tarjumā / bhāṣāṁtarīkaraṇa,,b1
"treatment (industrial, chemical processing)",noun,శుద్ధి / ప్రక్రియ / నిర్వహణ,śuddhi / prakriya / nirvahaṇa,,b1
treatment (manner of handling or dealing),noun,నిర్వహణ / వ్యవహారం / పద్ధతి,nirvahaṇa / vyavahāraṁ / paddhati,,b1
"treatment (medical procedure, therapy)",noun,చికిత్స / వైద్యం / ఉపచారం,cikitsa / vaidyaṁ / upacāraṁ,,b1
treatment (social conduct received),noun,ఆదరణ / వ్యవహారం / ప్రవర్తన,ādaraṇa / vyavahāraṁ / pravartana,,b1
trend (direction of change),noun,ధోరణి / పోకడ / ప్రవృత్తి,dhōraṇi / pōkaḍa / pravr̥tti,,b1
trend (fashion),noun,ఫ్యాషన్ / ధోరణి / పోకడ,phyāṣan / dhōraṇi / pōkaḍa,,b1
"trick (deception, prank)",noun,మోసం / జిత్తు / అల్లరి,mōsaṁ / jittu / allari,,b1
trick (magic stunt),noun,గారడి / ఇంద్రజాలం / మాయ,gāraḍi / iṁdrajālaṁ / māya,,b1
"trick (skilled maneuver, magic)",noun,నేర్పు / మెళకువ / గారడి,nērpu / meḷakuva / gāraḍi,,b1
truth,noun,నిజం / సత్యం / వాస్తవం,nijaṁ / satyaṁ / vāstavaṁ,,b1
tube (container),noun,ట్యూబ్ / గొట్టం,ṭyūb / goṭṭaṁ,,b1
typically,adverb,సాధారణంగా / మామూలుగా,sādhāraṇaṁgā / māmūlugā,,b1
tyre,noun,టైరు,ṭairu,,b1
ugly (physically),adjective,అందవిహీనమైన / వికారమైన / అసహ్యమైన,aṁdavihīnamaina / vikāramaina / asahyamaina,,b1
"ugly (situation, behavior)",adjective,అసహ్యమైన / వికారమైన / అనాగరికమైన,asahyamaina / vikāramaina / anāgarikamaina,,b1
"unable (incapable, incompetent)",adjective,చేతకాని / అసమర్థమైన / శక్తిలేని,cētakāni / asamarthamaina / śaktilēni,,b1
uncomfortable (physically),adjective,అసౌకర్యమైన / ఇబ్బందికరమైన,asaukaryamaina / ibbaṁdikaramaina,,b1
"uncomfortable (socially, awkward)",adjective,ఇబ్బందికరమైన / సంకోచకరమైన,ibbaṁdikaramaina / saṁkōcakaramaina,,b1
"underground (secret, subversive)",adjective,రహస్యమైన / నిగూఢమైన,rahasyamaina / nigūḍhamaina,,b1
unemployed (official status),adjective,నిరుద్యోగ / పనిలేని,nirudyōga / panilēni,,b1
unemployment,noun,నిరుద్యోగం / పనిలేమి,nirudyōgaṁ / panilēmi,,b1
"unfair (dishonest means, practices)",adjective,అన్యాయమైన / అక్రమమైన / నిజాయితీలేని,anyāyamaina / akramamaina / nijāyitīlēni,,b1
union (organization),noun,యూనియన్ / సంఘం,yūniyan / saṁghaṁ,,b1
union (state of unity or merging),noun,ఐక్యత / కలయిక / ఏకీకరణ,aikyata / kalayika / ēkīkaraṇa,,b1
unless,conjunction,తప్ప / అయితే తప్ప / కాకపోతే,tappa / ayitē tappa / kākapōtē,,b1
unlike (in contrast to),preposition,వలె కాకుండా / భిన్నంగా,vale kākuṁḍā / bhinnaṁgā,,b1
unlike (uncharacteristic of),preposition,విరుద్ధమైన / సాధారణంగా లేని,viruddhamaina / sādhāraṇaṁgā lēni,,b1
unlikely,adjective,అసంభవం / జరగని,asaṁbhavaṁ / jaragani,,b1
"unnecessary (excessive, superfluous)",adjective,అనవసరమైన / అదనపు / నిరుపయోగమైన,anavasaramaina / adanapu / nirupayōgamaina,,b1
"unpleasant (experience, situation)",adjective,అసహ్యకరమైన / అవాంఛనీయమైన / బాధాకరమైన,asahyakaramaina / avāṁchanīyamaina / bādhākaramaina,,b1
"unpleasant (person, demeanor)",adjective,అసహ్యకరమైన / విసుగు పుట్టించే / అప్రియమైన,asahyakaramaina / visugu puṭṭiṁcē / apriyamaina,,b1
"update (report, news)",noun,తాజా సమాచారం / అప్‌డేట్ / నవీకరణ,tājā samācāraṁ / apḍēṭ / navīkaraṇa,,b1
update (software version),noun,అప్‌డేట్ / నవీకరణ,apḍēṭ / navīkaraṇa,,b1
upon (immediately after X),preposition,వెంటనే / అయిన వెంటనే,veṁṭanē / ayina veṁṭanē,,b1
"upon (immediately after, when)",preposition,వెంటనే / అయినప్పుడు,veṁṭanē / ayinappuḍu,,b1
upon (on top of),preposition,పైన / మీద,paina / mīda,,b1
upset (emotionally distressed),adjective,బాధపడిన / కలత చెందిన / విచారంగా ఉన్న,bādhapaḍina / kalata ceṁdina / vicāraṁgā unna,,b1
"upset (physically ill, generally unwell)",adjective,ఆరోగ్యం బాగాలేని / నలతగా ఉన్న,ārōgyaṁ bāgālēni / nalatagā unna,,b1
"upset (physically ill, stomach)",adjective,కడుపు నొప్పిగా ఉన్న / కడుపులో తేడాగా ఉన్న,kaḍupu noppigā unna / kaḍupulō tēḍāgā unna,,b1
upset (stomach),adjective,కడుపు నొప్పిగా ఉన్న / కడుపులో తేడాగా ఉన్న,kaḍupu noppigā unna / kaḍupulō tēḍāgā unna,,b1
"used (accustomed to, familiar with)",adjective,అలవాటు పడిన / పరిచయం ఉన్న,alavāṭu paḍina / paricayaṁ unna,,b1
"used (not new, second-hand)",adjective,వాడిన / పాత / సెకండ్ హ్యాండ్,vāḍina / pāta / sekaṁḍ hyāṁḍ,,b1
useless (without benefit),adjective,పనికిరాని / వ్యర్థమైన,panikirāni / vyarthamaina,,b1
valuable (important),adjective,విలువైన / ముఖ్యమైన / అమూల్యమైన,viluvaina / mukhyamaina / amūlyamaina,,b1
value (importance),noun,ప్రాముఖ్యత / విలువ,prāmukhyata / viluva,,b1
value (moral principle),noun,విలువలు / నైతిక విలువలు,viluvalu / naitika viluvalu,,b1
"value (worth, price)",noun,విలువ / ధర,viluva / dhara,,b1
various,adjective,వివిధ / రకరకాల,vividha / rakarakāla,,b1
"version (account, story)",noun,కథనం / వివరణ / రూపాంతరం,kathanaṁ / vivaraṇa / rūpāṁtaraṁ,,b1
"version (of software, product)",noun,వెర్షన్ / కూర్పు,verṣan / kūrpu,,b1
"victim (affected by disaster, tragedy)",noun,బాధితుడు / బాధితురాలు,bādhituḍu / bādhiturālu,,b1
"victim (scapegoat, sacrificial)",noun,బలిపశువు / బాధితుడు,balipaśuvu / bādhituḍu,,b1
"viewer (media, audience)",noun,వీక్షకుడు / ప్రేక్షకుడు,vīkṣakuḍu / prēkṣakuḍu,,b1
viewer (observer),noun,పరిశీలకుడు / చూసే వ్యక్తి,pariśīlakuḍu / cūsē vyakti,,b1
